pfamnr	pfamdesc	interpronr	interprodesc
PF09550	Conserved hypothetical phage protein (DUF2376)	IPR019056	NULL
PF09551	Stage II sporulation protein R (spore_II_R)	IPR014202	NULL
PF09552	BstXI restriction endonuclease	IPR018578	NULL
PF09553	Eco47II restriction endonuclease	IPR019057	NULL
PF09554	HaeII restriction endonuclease	IPR019058	NULL
PF09556	HaeIII restriction endonuclease	IPR019059	NULL
PF09557	Domain of unknown function (DUF2382)	IPR019060	NULL
PF09558	Protein of unknown function (DUF2375)	IPR014271	NULL
PF09559	Cas6 Crispr	IPR014174	NULL
PF09560	Sporulation protein YunB (Spo_YunB)	IPR014197	NULL
PF09561	HpaII restriction endonuclease	IPR019062	NULL
PF09562	LlaMI restriction endonuclease	IPR019063	NULL
PF09563	LlaJI restriction endonuclease	IPR018579	NULL
PF09564	NgoBV restriction endonuclease	IPR019064	NULL
PF09565	NgoFVII restriction endonuclease	IPR019065	NULL
PF09566	SacI restriction endonuclease	IPR019066	NULL
PF09567	MamI restriction endonuclease	IPR019067	NULL
PF09568	MjaI restriction endonuclease	IPR019068	NULL
PF09569	ScaI restriction endonuclease	IPR019069	NULL
PF09570	SinI restriction endonuclease	IPR019070	NULL
PF09571	XcyI restriction endonuclease	IPR019071	NULL
PF09572	XamI restriction endonuclease	IPR019072	NULL
PF09573	TaqI restriction endonuclease	IPR019073	NULL
PF09574	Protein  of unknown function (Duf2374)	IPR014175	NULL
PF09575	Small spore protein J (Spore_SspJ)	IPR014220	NULL
PF09577	Sporulation protein YpjB (SpoYpjB)	IPR014231	NULL
PF09578	Spore cortex protein YabQ (Spore_YabQ)	IPR019074	NULL
PF09579	Sporulation protein YtfJ (Spore_YtfJ)	IPR014229	NULL
PF09580	Sporulation lipoprotein YhcN/YlaJ (Spore_YhcN_YlaJ)	IPR019076	NULL
PF09581	Stage III sporulation protein AF (Spore_III_AF)	IPR014245	NULL
PF09582	Iron only nitrogenase protein AnfO (AnfO_nitrog)	IPR014287	NULL
PF09583	Phage shock protein G (Phageshock_PspG)	IPR014318	NULL
PF09584	Phage shock protein PspD (Phageshock_PspD)	IPR014321	NULL
PF09585	Conserved hypothetical protein (Lin0512_fam)	IPR011719	NULL
PF09586	Bacterial membrane protein YfhO	IPR018580	NULL
PF09587	Bacterial capsule synthesis protein PGA_cap	IPR019079	NULL
PF09588	YqaJ-like viral recombinase domain	IPR019080	NULL
PF09589	HrpA pilus formation protein	IPR018581	NULL
PF09590	Lentivirus surface glycoprotein	IPR018582	NULL
PF09591	Protein of unknown function (DUF2463)	IPR019081	NULL
PF09592	Protein of unknown function (DUF2031)	IPR006484	NULL
PF09593	Beta-satellite pathogenicity beta C1 protein	IPR018583	NULL
PF09594	Protein of unknown function (DUF2029)	IPR018584	NULL
PF09595	Metaviral_G glycoprotein	IPR018585	NULL
PF09596	MamL-1 domain	IPR019082	NULL
PF09597	IGR protein motif	IPR019083	NULL
PF09598	Stm1	IPR019084	NULL
PF09599	Salmonella-Shigella invasin protein C (IpaC_SipC)	IPR005427	NULL
PF09600	Cyd operon protein YbgE (Cyd_oper_YbgE)	IPR011846	NULL
PF09601	Protein of unknown function (DUF2459)	IPR011727	NULL
PF09602	Polyhydroxyalkanoic acid inclusion protein (PhaP_Bmeg)	IPR011728	NULL
PF09603	Fibrobacter succinogenes major domain (Fib_succ_major)	IPR011871	NULL
PF09604	F subunit of K+-transporting ATPase (Potass_KdpF)	IPR011726	NULL
PF09605	Hypothetical bacterial integral membrane protein (Trep_Strep)	IPR011733	NULL
PF09606	ARC105 or Med15 subunit of Mediator complex non-fungal	IPR019087	NULL
PF09607	Brinker DNA-binding domain	IPR018586	NULL
PF09608	Putative transmembrane protein (Alph_Pro_TM)	IPR019088	NULL
PF09609	CRISPR-associated protein, GSU0054 family (Cas_GSU0054)	IPR019089	NULL
PF09610	Mycoplasma virulence signal region (Myco_arth_vir_N)	IPR011732	NULL
PF09611	CRISPR-associated protein (Cas_Csy1)	IPR013397	NULL
PF09612	Bacterial protein of unknown function (HtrL_YibB)	IPR011735	NULL
PF09613	Bacterial type III secretion protein (HrpB1_HrpK)	IPR013394	NULL
PF09614	CRISPR-associated protein (Cas_Csy2)	IPR013398	NULL
PF09615	CRISPR-associated protein (Cas_Csy3)	IPR013399	NULL
PF09617	CRISPR-associated protein GSU0053 (Cas_GSU0053)	IPR013403	NULL
PF09618	CRISPR-associated protein (Cas_Csy4)	IPR013396	NULL
PF09619	Type III secretion system lipoprotein chaperone (YscW)	NULL	NULL
PF09620	CRISPR-associated protein (Cas_csx3)	IPR013409	NULL
PF09621	Type III secretion system regulator (LcrR)	IPR022797	NULL
PF09622	Putative integral membrane protein (DUF2391)	IPR024464	NULL
PF09623	CRISPR-associated protein NE0113 (Cas_NE0113)	IPR019092	NULL
PF09624	Protein of unknown function (DUF2393)	IPR013417	NULL
PF09625	VP9 protein	IPR018587	NULL
PF09626	Dihaem cytochrome c	IPR018588	NULL
PF09627	PrgU-like protein	IPR018589	NULL
PF09628	YvfG protein	IPR018590	NULL
PF09629	YorP protein	IPR018591	NULL
PF09630	Domain of unknown function (DUF2024)	IPR018592	NULL
PF09631	Sen15 protein	IPR018593	NULL
PF09632	Rac1-binding domain	IPR019093	NULL
PF09633	Protein of unknown function (DUF2023)	IPR018594	NULL
PF09634	Protein of unknown function (DUF2025)	IPR018595	NULL
PF09635	MetRS-N binding domain	IPR018285	NULL
PF09636	XkdW protein	IPR019094	NULL
PF09637	Med18 protein	IPR019095	NULL
PF09638	Ph1570 protein	IPR018596	NULL
PF09639	YjcQ protein	IPR018597	NULL
PF09640	Domain of unknown function (DUF2027)	IPR018598	NULL
PF09641	Protein of unknown function (DUF2026)	IPR018599	NULL
PF09642	YonK protein	IPR018600	NULL
PF09643	YopX protein	IPR019096	NULL
PF09644	Mg296 protein	IPR019097	NULL
PF09645	F-112 protein	IPR018601	NULL
PF09646	Gp37 protein	IPR018602	NULL
PF09648	YycH protein	IPR018604	NULL
PF09649	Histone chaperone domain CHZ	IPR019098	NULL
PF09650	Putative polyhydroxyalkanoic acid system protein (PHA_gran_rgn)	IPR013433	NULL
PF09651	CRISPR-associated protein (Cas_APE2256)	IPR013442	NULL
PF09652	Putative CRISPR-associated protein (Cas_VVA1548)	IPR013443	NULL
PF09654	Protein of unknown function (DUF2396)	IPR013472	NULL
PF09655	Conserved nitrate reductase-associated protein (Nitr_red_assoc)	IPR013481	NULL
PF09656	Putative transmembrane protein (PGPGW)	IPR019099	NULL
PF09657	CRISPR-associated protein Csx8 (Cas_Csx8)	IPR013487	NULL
PF09658	CRISPR-associated protein (Cas_Csx9)	IPR013488	NULL
PF09659	CRISPR-associated protein (Cas_Csm6)	NULL	NULL
PF09660	Protein of unknown function (DUF2397)	IPR013493	NULL
PF09661	Protein of unknown function (DUF2398)	IPR013494	NULL
PF09662	Phenylphosphate carboxylase gamma subunit (Phenyl_P_gamma)	IPR014097	NULL
PF09663	Amidohydrolase ring-opening protein (Amido_AtzD_TrzD)	IPR014086	NULL
PF09664	Protein of unknown function C-terminus (DUF2399)	IPR024465	NULL
PF09665	Type II restriction endonuclease (RE_Alw26IDE)	IPR014328	NULL
PF09666	Sororin protein	IPR018605	NULL
PF09667	Domain of unknown function (DUF2028)	IPR019102	NULL
PF09668	Aspartyl protease	IPR019103	NULL
PF09669	Phage regulatory protein Rha (Phage_pRha)	IPR014054	NULL
PF09670	CRISPR-associated protein (Cas_Cas02710)	NULL	NULL
PF09671	Spore coat protein (Spore_GerQ)	IPR014099	NULL
PF09673	Type-F conjugative transfer system pilin assembly protein	IPR019106	NULL
PF09674	Protein of unknown function (DUF2400)	IPR014127	NULL
PF09675	Chlamydia-phage Chp2 scaffold (Chlamy_scaf)	IPR014131	NULL
PF09676	Type IV conjugative transfer system lipoprotein (TraV)	IPR014118	NULL
PF09677	Type-F conjugative transfer system protein (TrbI_Ftype)	IPR014115	NULL
PF09678	Cytochrome c oxidase caa3 assembly factor (Caa3_CtaG)	IPR019108	NULL
PF09679	Type-F conjugative transfer system pilin chaperone (TraQ)	IPR014112	NULL
PF09680	Protein of unknown function (Tiny_TM_bacill)	IPR010070	NULL
PF09681	N-terminal phage replisome organiser (Phage_rep_org_N)	IPR010056	NULL
PF09682	Phage holin protein (Holin_LLH)	IPR010026	NULL
PF09683	Bacteriocin (Lactococcin_972)	IPR006540	NULL
PF09684	Phage tail protein (Tail_P2_I)	IPR006521	NULL
PF09685	Tic20-like protein	IPR019109	NULL
PF09686	Plasmid protein of unknown function (Plasmid_RAQPRD)	IPR019110	NULL
PF09687	Plasmodium RESA N-terminal	IPR019111	NULL
PF09688	Protein of unknown function (Wx5_PLAF3D7)	IPR006496	NULL
PF09689	Plasmodium yoelii repeat (PY_rept_46)	IPR006489	NULL
PF09690	Plasmodium yoelii subtelomeric region (PYST-C1)	IPR006488	NULL
PF09691	Bacterial chaperone lipoprotein (PulS_OutS)	IPR019114	NULL
PF09692	Argonaute siRNA chaperone (ARC) complex subunit Arb1	IPR018606	NULL
PF09693	Phage uncharacterised protein (Phage_XkdX)	IPR010022	NULL
PF09694	Bacterial protein of unknown function (Gcw_chp)	IPR010239	NULL
PF09695	Bacterial protein of unknown function (YtfJ_HI0045)	IPR006513	NULL
PF09696	Ctf8	IPR018607	NULL
PF09697	Protein of unknown function (Porph_ging)	IPR019115	NULL
PF09698	Geobacter CxxxxCH...CXXCH motif (GSu_C4xC__C2xCH)	IPR010176	NULL
PF09699	Doubled CXXCH motif (Paired_CXXCH_1)	NULL	NULL
PF09700	CRISPR-associated protein (Cas_Cmr3)	IPR019117	NULL
PF09701	CRISPR-associated protein (Cas_Cmr5)	IPR010160	NULL
PF09702	CRISPR-associated protein (Cas_Csa5)	IPR010157	NULL
PF09703	CRISPR-associated protein (Cas_Csa4)	IPR010184	NULL
PF09704	CRISPR-associated protein (Cas_Cas5)	IPR021124	NULL
PF09706	CRISPR-associated protein (Cas_CXXC_CXXC)	IPR019121	NULL
PF09707	CRISPR-associated protein (Cas_Cas2CT1978)	IPR010152	NULL
PF09709	CRISPR-associated protein (Cas_Csd1)	IPR010144	NULL
PF09710	Treponema clustered lipoprotein (Trep_dent_lipo)	IPR019122	NULL
PF09711	CRISPR-associated protein (Cas_Csn2)	IPR010146	NULL
PF09712	Poly(R)-hydroxyalkanoic acid synthase subunit (PHA_synth_III_E)	NULL	NULL
PF09713	Plant protein 1589 of unknown function (A_thal_3526)	IPR006476	NULL
PF09715	Plasmodium protein of unknown function (Plasmod_dom_1)	IPR006410	NULL
PF09716	Malarial early transcribed membrane protein (ETRAMP)	IPR006389	NULL
PF09717	Plasmodium falciparum domain of unknown function (CPW_WPC)	IPR006387	NULL
PF09718	Lambda phage tail tape-measure protein (Tape_meas_lam_C)	IPR006431	NULL
PF09719	Putative redox-active protein (C_GCAxxG_C_C)	IPR010181	NULL
PF09720	Putative addiction module component	IPR013406	NULL
PF09721	Transmembrane exosortase (Exosortase_EpsH)	IPR019127	NULL
PF09722	Protein of unknown function (DUF2384)	IPR024467	NULL
PF09723	Zinc ribbon domain	IPR013429	NULL
PF09724	Uncharacterized conserved protein (DUF2036)	IPR019128	NULL
PF09725	Folate-sensitive fragile site protein Fra10Ac1	IPR019129	NULL
PF09726	Transmembrane protein	IPR019130	NULL
PF09727	Cortactin-binding protein-2	IPR019131	NULL
PF09728	Myosin-like coiled-coil protein	IPR019132	NULL
PF09729	Gti1/Pac2 family	IPR018608	NULL
PF09730	Microtubule-associated protein Bicaudal-D	IPR018477	NULL
PF09731	Mitochondrial inner membrane protein	IPR019133	NULL
PF09732	Cactus-binding C-terminus of cactin protein	IPR019134	NULL
PF09733	VEFS-Box of polycomb protein	IPR019135	NULL
PF09734	RNA polymerase III transcription factor (TF)IIIC subunit	IPR019136	NULL
PF09735	Membrane-associated apoptosis protein	IPR019137	NULL
PF09736	Pre-mRNA-splicing factor of RES complex	IPR018609	NULL
PF09737	De-etiolated protein 1 Det1	IPR019138	NULL
PF09738	Double stranded RNA binding protein (DUF2051)	IPR019139	NULL
PF09739	Mini-chromosome maintenance replisome factor	IPR019140	NULL
PF09740	Uncharacterized conserved protein (DUF2043)	IPR018610	NULL
PF09741	Uncharacterized conserved protein (DUF2045)	IPR019141	NULL
PF09742	Dyggve-Melchior-Clausen syndrome protein	IPR019142	NULL
PF09743	Uncharacterized conserved protein (DUF2042)	IPR018611	NULL
PF09744	JNK_SAPK-associated protein-1	IPR019143	NULL
PF09745	Coiled-coil domain-containing protein 55 (DUF2040)	IPR018612	NULL
PF09746	Tumour-associated protein	IPR019144	NULL
PF09747	Coiled-coil domain containing protein (DUF2052)	IPR018613	NULL
PF09748	Transcription factor subunit Med10 of Mediator complex	IPR019145	NULL
PF09749	Uncharacterised conserved protein	IPR019146	NULL
PF09750	Alternative splicing regulator  	IPR019147	NULL
PF09751	Nuclear protein Es2	IPR019148	NULL
PF09752	Uncharacterized conserved protein (DUF2048)	IPR019149	NULL
PF09753	Membrane fusion protein Use1	IPR019150	NULL
PF09754	PAC2 family	IPR019151	NULL
PF09755	Uncharacterized conserved protein H4 (DUF2046)	IPR019152	NULL
PF09756	DDRGK domain	IPR019153	NULL
PF09757	Arb2 domain	IPR019154	NULL
PF09758	Uncharacterised conserved protein	IPR019155	NULL
PF09759	Spinocerebellar ataxia type 10 protein domain	IPR019156	NULL
PF09762	Coiled-coil domain-containing protein (DUF2037)	IPR019159	NULL
PF09763	Exocyst complex component Sec3	IPR019160	NULL
PF09764	N-terminal glutamine amidase	IPR023128	NULL
PF09765	WD-repeat region	IPR019162	NULL
PF09766	Fms-interacting protein	IPR019163	NULL
PF09767	Predicted membrane protein (DUF2053)	IPR019164	NULL
PF09768	Peptidase M76 family	IPR019165	NULL
PF09769	Apolipoprotein O	IPR019166	NULL
PF09770	Topoisomerase II-associated protein PAT1	IPR019167	NULL
PF09771	Transmembrane protein 188	IPR019168	NULL
PF09772	Transmembrane protein 26	IPR019169	NULL
PF09773	Meckelin (Transmembrane protein 67)	IPR019170	NULL
PF09774	Caffeine-induced death protein 2	IPR019171	NULL
PF09775	Keratinocyte-associated protein 2	IPR018614	NULL
PF09776	Mitochondrial ribosomal protein L55	IPR018615	NULL
PF09777	Osteopetrosis-associated transmembrane protein 1 precursor	IPR019172	NULL
PF09778	Guanylylate cyclase	IPR018616	NULL
PF09779	Uncharacterized conserved protein (DUF2349)	IPR018617	NULL
PF09781	NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit	IPR019173	NULL
PF09782	NADH:ubiquinone oxidoreductase, NDUFB6/B17 subunit	IPR019174	NULL
PF09783	Vacuolar import and degradation protein	IPR018618	NULL
PF09784	Mitochondrial ribosomal protein L31	IPR016340	NULL
PF09785	Prp31 C terminal domain	IPR019175	NULL
PF09786	Cytochrome B561, N terminal	IPR019176	NULL
PF09787	Golgin subfamily A member 5	IPR019177	NULL
PF09788	Transmembrane protein 55A	IPR019178	NULL
PF09789	Uncharacterized coiled-coil protein (DUF2353)	IPR019179	NULL
PF09790	Hyccin	IPR018619	NULL
PF09791	Oxidoreductase-like protein, N-terminal	IPR019180	NULL
PF09792	Ubiquitin 3 binding protein But2 C-terminal domain	IPR018620	NULL
PF09793	Anticodon-binding domain	IPR019181	NULL
PF09794	Transport protein Avl9	IPR018307	NULL
PF09795	Autophagy-related protein 31	IPR018621	NULL
PF09796	Ubiquinol-cytochrome-c reductase complex subunit (QCR10)	IPR019182	NULL
PF09797	N-acetyltransferase B complex (NatB) non catalytic subunit	IPR019183	NULL
PF09798	DNA damage checkpoint protein	IPR018622	NULL
PF09799	Predicted membrane protein	IPR019184	NULL
PF09801	Integral membrane protein S linking to the trans Golgi network	IPR019185	NULL
PF09802	Preprotein translocase subunit Sec66	IPR018624	NULL
PF09803	Uncharacterized conserved protein (DUF2346)	IPR018625	NULL
PF09804	Uncharacterized conserved protein (DUF2347)	IPR018626	NULL
PF09805	Nucleolar protein 12 (25kDa)	IPR019186	NULL
PF09806	Cyclin-dependent kinase 2-associated protein	IPR019187	NULL
PF09807	Uncharacterized conserved protein (DUF2348)	IPR018627	NULL
PF09808	Small nuclear RNA activating complex (SNAPc), subunit SNAP43	IPR019188	NULL
PF09809	Mitochondrial ribosomal protein L27	IPR019189	NULL
PF09810	Defects in morphology protein 1, mitochondrial precursor	IPR019190	NULL
PF09811	Essential protein Yae1, N terminal	IPR019191	NULL
PF09812	Mitochondrial ribosomal protein L28	IPR019192	NULL
PF09813	Coiled-coil domain-containing protein 56	IPR018628	NULL
PF09814	Uncharacterized conserved protein (DUF2351)	IPR019193	NULL
PF09815	XK-related protein	IPR018629	NULL
PF09816	RNA polymerase II transcription elongation factor	IPR019194	NULL
PF09817	Uncharacterized conserved protein (DUF2352)	IPR018630	NULL
PF09818	Predicted ATPase of the ABC class	IPR019195	NULL
PF09819	ABC-type cobalt transport system, permease component	IPR017195	NULL
PF09820	Predicted AAA-ATPase	IPR018631	NULL
PF09821	ABC nitrate/sulfonate/bicarbonate family transporter, ATPase subunit	IPR018632	NULL
PF09822	ABC-type uncharacterized transport system	IPR019196	NULL
PF09823	Domain of unknown function (DUF2357)	IPR018633	NULL
PF09824	ArsR transcriptional regulator	IPR014517	NULL
PF09825	Biotin-protein ligase, N terminal	IPR019197	NULL
PF09826	Beta propeller domain	IPR019198	NULL
PF09827	CRISPR associated protein Cas2	IPR019199	NULL
PF09828	Chromate resistance exported protein	IPR018634	NULL
PF09829	Uncharacterized protein conserved in bacteria (DUF2057)	IPR018635	NULL
PF09830	ATP adenylyltransferase	IPR019200	NULL
PF09831	Uncharacterized protein conserved in bacteria (DUF2058)	IPR018636	NULL
PF09832	Uncharacterized protein conserved in bacteria (DUF2059)	IPR018637	NULL
PF09834	Predicted membrane protein (DUF2061)	IPR018638	NULL
PF09835	Uncharacterized protein conserved in bacteria (DUF2062)	IPR018639	NULL
PF09836	Uncharacterized protein conserved in bacteria (DUF2063)	IPR018640	NULL
PF09837	Uncharacterized protein conserved in bacteria (DUF2064)	IPR018641	NULL
PF09838	Uncharacterized protein conserved in bacteria (DUF2065)	IPR019201	NULL
PF09839	Uncharacterized protein conserved in bacteria (DUF2066)	IPR018642	NULL
PF09840	Uncharacterized protein conserved in archaea (DUF2067)	IPR019202	NULL
PF09842	Predicted membrane protein (DUF2069)	IPR018643	NULL
PF09843	Predicted membrane protein (DUF2070)	IPR019204	NULL
PF09844	Uncharacterized conserved protein (COG2071)	IPR018644	NULL
PF09845	Zn-ribbon containing protein (DUF2072)	IPR018645	NULL
PF09846	Uncharacterized protein conserved in archaea (DUF2073)	IPR012017	NULL
PF09847	Predicted permease (DUF2074)	IPR018646	NULL
PF09848	Uncharacterized conserved protein (DUF2075)	IPR018647	NULL
PF09849	Uncharacterized protein conserved in bacteria (DUF2076)	IPR018648	NULL
PF09850	Uncharacterized protein conserved in bacteria (DUF2077)	IPR017732	NULL
PF09851	Short C-terminal domain	IPR018649	NULL
PF09852	Predicted membrane protein (DUF2079)	IPR018650	NULL
PF09853	Putative transposon-encoded protein (DUF2080)	IPR019205	NULL
PF09854	dead pfamnumber	NULL	NULL
PF09855	Nucleic-acid-binding protein containing Zn-ribbon domain (DUF2082)	IPR018652	NULL
PF09856	Predicted transcriptional regulator (DUF2083)	IPR018653	NULL
PF09857	Uncharacterized protein conserved in bacteria (DUF2084)	IPR018654	NULL
PF09858	Predicted membrane protein (DUF2085)	IPR019206	NULL
PF09859	Uncharacterized protein conserved in bacteria (DUF2086)	IPR018655	NULL
PF09860	Uncharacterized protein conserved in bacteria (DUF2087)	IPR018656	NULL
PF09861	Domain of unknown function (DUF2088)	IPR018657	NULL
PF09862	Protein of unknown function (DUF2089)	IPR018658	NULL
PF09863	Uncharacterized protein conserved in bacteria (DUF2090)	IPR018659	NULL
PF09864	Membrane-bound lysozyme-inhibitor of c-type lysozyme	IPR018660	NULL
PF09865	Predicted periplasmic protein (DUF2092)	IPR019207	NULL
PF09866	Uncharacterized protein conserved in bacteria (DUF2093)	IPR018661	NULL
PF09867	Uncharacterized protein conserved in bacteria (DUF2094)	IPR017748	NULL
PF09868	Uncharacterized protein conserved in archaea (DUF2095)	IPR018662	NULL
PF09869	Uncharacterized protein conserved in archaea (DUF2096)	IPR017098	NULL
PF09870	Uncharacterized protein conserved in archaea (DUF2097)	IPR019208	NULL
PF09871	Uncharacterized protein conserved in archaea (DUF2098)	IPR019209	NULL
PF09872	Uncharacterized protein conserved in archaea (DUF2099)	IPR009181	NULL
PF09873	Uncharacterized protein conserved in archaea (DUF2100)	IPR019210	NULL
PF09874	Predicted membrane protein (DUF2101)	IPR018663	NULL
PF09875	Uncharacterized protein conserved in archaea (DUF2102)	IPR012025	NULL
PF09876	Predicted metal-binding protein (DUF2103)	IPR018664	NULL
PF09877	Predicted membrane protein (DUF2104)	IPR019211	NULL
PF09878	Predicted membrane protein (DUF2105)	IPR019212	NULL
PF09879	Predicted membrane protein (DUF2106)	IPR011313	NULL
PF09880	Predicted membrane protein (DUF2107)	IPR011317	NULL
PF09881	Predicted membrane protein (DUF2108)	IPR019213	NULL
PF09882	Predicted membrane protein (DUF2109)	IPR019214	NULL
PF09883	Uncharacterized protein conserved in archaea (DUF2110)	IPR016757	NULL
PF09884	Uncharacterized protein conserved in archaea (DUF2111)	IPR012029	NULL
PF09885	Uncharacterized protein conserved in archaea (DUF2112)	IPR012356	NULL
PF09886	Uncharacterized protein conserved in archaea (DUF2113)	IPR016762	NULL
